typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,189503.668,False,-1,N/A,0.0,False,185216.363,False,0,False,585127.127,528649.496,585127.127,0,False,True
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,332.0,False,8,kg,332.0,False,300.0,False,0,False,5391.0,4747.18,5391.0,0,False,True
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2171.503,False,8,kg,2171.503,False,2152.188,False,0,False,8965.593,7311.532,8965.593,0,False,True
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,170,COL,Colombia,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1018.94,False,8,kg,1018.94,False,925.0,False,0,False,5809.214,5565.033,5809.214,0,False,True
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8325.795,False,8,kg,8325.795,False,8029.999,False,0,False,22562.181,21350.162,22562.181,0,False,True
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,484,MEX,Mexico,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,29.979,False,8,kg,29.979,False,23.486,False,0,False,133.052,132.146,133.052,0,False,True
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,586,PAK,Pakistan,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2257.48,False,8,kg,2257.48,False,2218.33,False,0,False,1406.31,1308.8,1406.31,0,False,True
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,608,PHL,Philippines,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,104.0,False,8,kg,104.0,False,100.0,False,0,False,1454.0,1444.0,1454.0,0,False,True
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,616,POL,Poland,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,636.038,False,8,kg,636.038,False,625.0,False,0,False,9927.75,9235.629,9927.75,0,False,True
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,699,IND,India,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,55936.239,False,8,kg,55936.239,False,52204.305,False,0,False,295123.822,260082.743,295123.822,0,False,True
C,A,20210101,2021,52,2021,218,ECU,Ecuador,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.29,False,8,kg,3.29,False,2.785,False,0,False,383.014,336.369,383.014,0,False,True
