id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
32.0,Argentina,5900.0,32.0,Argentina,32.0,Argentina,5793.52619,32.0,Argentina,6562.0,32.0,Argentina,124.0,Canada,1.86686419,124.0,Canada,220.0
36.0,Australia,39700.0,32.0,Argentina,152.0,Chile,60.00375,156.0,China,42480.0,32.0,Argentina,156.0,China,2412.40147174,156.0,China,17706.97273
76.0,Brazil,1420.0,32.0,Argentina,842.0,USA,0.10245,152.0,Chile,20930.0,32.0,Argentina,392.0,Japan,366.214991,392.0,Japan,4067.48429829
152.0,Chile,21500.0,32.0,Argentina,993.0,TTCR,46.36761,842.0,USA,2345.0,32.0,Argentina,410.0,Rep. of Korea,100.80273814600002,410.0,Rep. of Korea,6779.140497150001
620.0,Portugal,348.0,36.0,Australia,32.0,Argentina,0.0720222,,,,32.0,Argentina,842.0,USA,1398.0045458000002,842.0,USA,176.0
716.0,Zimbabwe,417.0,36.0,Australia,152.0,Chile,0.1213924499999999,,,,32.0,Argentina,998.0,NCPC,2282.7093891239997,,,
842.0,USA,710.0,36.0,Australia,156.0,China,41751.01203,,,,124.0,Canada,999.0,NBCP,269.16593570576015,,,
156.0,China,13300.0,36.0,Australia,842.0,USA,74.7624,,,,152.0,Chile,124.0,Canada,167.90036920788003,,,
,,,36.0,Australia,993.0,TTCR,2483.37845721,,,,152.0,Chile,156.0,China,7027.08104233598,,,
,,,76.0,Brazil,32.0,Argentina,66.5115,,,,152.0,Chile,392.0,Japan,2569.283136,,,
,,,76.0,Brazil,152.0,Chile,26.64003,,,,152.0,Chile,410.0,Rep. of Korea,6016.07329928,,,
,,,76.0,Brazil,156.0,China,1115.5559999999998,,,,152.0,Chile,842.0,USA,870.7047530200001,,,
,,,76.0,Brazil,842.0,USA,1.75572,,,,152.0,Chile,998.0,NCPC,6384.271682282,,,
,,,76.0,Brazil,993.0,TTCR,273.35491920000004,,,,156.0,China,124.0,Canada,91.86549274999999,,,
,,,152.0,Chile,32.0,Argentina,55.9617,,,,156.0,China,156.0,China,31559.34916319931,,,
,,,152.0,Chile,152.0,Chile,21241.702044380007,,,,156.0,China,392.0,Japan,4759.9087475999995,,,
,,,152.0,Chile,156.0,China,0.63456,,,,156.0,China,410.0,Rep. of Korea,5398.880024706,,,
,,,152.0,Chile,993.0,TTCR,201.70169562,,,,156.0,China,842.0,USA,37.46089158000001,,,
,,,152.0,Chile,997.0,NTRM,441.4124784599953,,,,156.0,China,998.0,NCPC,632.53568016465,,,
,,,156.0,China,32.0,Argentina,11.77296,,,,156.0,China,999.0,NBCP,23344.920418996095,,,
,,,156.0,China,152.0,Chile,10.7889954,,,,392.0,Japan,999.0,NBCP,4638.252719019999,,,
,,,156.0,China,842.0,USA,52.6323,,,,410.0,Rep. of Korea,999.0,NBCP,5073.14341349842,,,
,,,156.0,China,993.0,TTCR,36115.06774062,,,,842.0,USA,124.0,Canada,49.88132711,,,
,,,156.0,China,997.0,NTRM,39953.80373777998,,,,842.0,USA,156.0,China,0.08861964295,,,
,,,620.0,Portugal,993.0,TTCR,347.99999999999994,,,,842.0,USA,392.0,Japan,863.4692412,,,
,,,716.0,Zimbabwe,156.0,China,0.1086,,,,842.0,USA,410.0,Rep. of Korea,42.414202412280005,,,
,,,716.0,Zimbabwe,993.0,TTCR,825.4833513000001,,,,842.0,USA,842.0,USA,1133.13936409033,,,
,,,842.0,USA,32.0,Argentina,0.917259,,,,842.0,USA,998.0,NCPC,256.00724554444,,,
,,,842.0,USA,152.0,Chile,2.31473784,,,,842.0,USA,999.0,NBCP,3412.2346574103294,,,
,,,842.0,USA,156.0,China,2259.8424,,,,992.0,TFCR,124.0,Canada,177.65188244788,,,
,,,842.0,USA,993.0,TTCR,13606.3929444,,,,992.0,TFCR,156.0,China,52.97285207786,,,
,,,842.0,USA,997.0,NTRM,7645.58308,,,,992.0,TFCR,392.0,Japan,146.86090151,,,
,,,991.0,TFCM,32.0,Argentina,65.3535759,,,,992.0,TFCR,410.0,Rep. of Korea,294.11364610414006,,,
,,,991.0,TFCM,152.0,Chile,29.841528389999997,,,,992.0,TFCR,842.0,USA,148.92510292,,,
,,,991.0,TFCM,156.0,China,37306.65014778,,,,,,,,,,,
,,,991.0,TFCM,842.0,USA,9861.33021,,,,,,,,,,,
,,,991.0,TFCM,993.0,TTCR,322085.06924817,,,,,,,,,,,
,,,994.0,UARP,152.0,Chile,2105.3142821258575,,,,,,,,,,,
,,,995.0,URMS,32.0,Argentina,567.8847929000003,,,,,,,,,,,
